brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Google,Pixel 7,2023,8,128,6.12,6424,83,72,Android,1,23276,2024,61,8.7,Good,100,0,0,0,0,Tier3,Store,23,1,1,91,9869.01
Apple,iPhone 13,2019,8,64,6.99,5287,47,67,iOS,0,11420,2023,60,6.4,Good,95,0,0,0,0,Tier1,Individual,15,1,1,82,9767.36
Google,Pixel 7,2021,16,128,6.14,4003,69,55,Android,1,19092,2022,51,2.8,Fair,97,0,1,0,0,Tier1,Individual,0,0,1,67,6294.4
Google,Pixel 8,2024,8,256,5.89,4703,68,77,Android,1,83519,2025,39,7.8,Good,84,0,0,0,0,Tier2,Store,7,0,1,100,41418.16
Apple,iPhone 13,2024,16,1024,5.97,3310,65,52,iOS,1,121650,2025,8,9.8,Fair,72,0,0,0,0,Tier1,Store,0,1,1,73,51446.24
Samsung,Galaxy S22,2025,12,1024,5.76,3485,98,46,Android,1,36307,2025,71,8.0,Poor,70,0,1,0,0,Tier1,Individual,15,1,1,87,3861.55
Samsung,Galaxy S23,2022,16,256,6.94,4362,47,94,Android,1,54783,2025,69,1.0,Good,71,0,0,0,0,Tier1,Store,12,1,1,88,14725.0
Apple,iPhone 12,2023,16,256,5.53,5602,53,51,iOS,1,149809,2023,26,3.9,Good,79,0,0,0,0,Tier1,Store,0,0,0,95,83347.42
OnePlus,Nord 3,2025,4,64,6.79,4020,96,80,Android,0,23983,2025,31,7.9,Excellent,86,0,0,1,0,Tier3,Store,15,1,1,68,7353.01
Vivo,Vivo X90,2023,4,256,5.66,5522,88,48,Android,0,33153,2024,50,9.0,Good,96,0,0,0,0,Tier1,Store,0,1,1,67,10238.08
Realme,Realme GT,2023,6,512,6.34,5650,92,85,Android,1,76151,2023,59,2.2,Good,58,0,0,0,0,Tier3,Store,14,1,1,73,12527.97
Apple,iPhone 11,2024,4,512,5.6,3617,49,81,iOS,1,121106,2024,62,8.3,Fair,63,0,0,0,0,Tier2,Individual,13,1,1,46,14087.4
Apple,iPhone 13,2023,16,256,6.91,6102,77,58,iOS,1,47438,2024,21,1.3,Fair,62,0,0,0,0,Tier3,Store,0,0,1,47,12270.32
Xiaomi,Mi 11,2020,4,64,6.26,4292,84,85,Android,1,31739,2021,66,3.4,Poor,77,0,0,0,0,Tier3,Store,19,1,1,85,4510.48
Samsung,Galaxy S23,2023,6,1024,6.01,3489,42,55,Android,0,133900,2024,21,1.8,Good,73,0,0,0,0,Tier2,Store,0,1,0,62,41861.84
Samsung,Galaxy S23,2025,12,1024,5.51,6263,50,91,Android,1,30152,2025,70,6.6,Excellent,58,1,0,0,0,Tier3,Store,0,1,1,60,2794.32
Google,Pixel 6,2019,8,1024,6.55,4526,62,66,Android,1,140642,2020,35,4.3,Poor,97,1,0,0,0,Tier1,Individual,4,1,1,46,12979.48
Realme,Realme Narzo 60,2023,16,256,5.55,5987,83,44,Android,1,40455,2024,66,4.4,Fair,57,0,0,0,0,Tier2,Individual,5,1,1,75,4698.87
Xiaomi,Mi 11,2019,12,64,5.6,4948,41,96,Android,1,21736,2022,5,11.5,Good,80,0,0,0,0,Tier2,Individual,16,0,1,89,14902.4
Vivo,Vivo X90,2024,12,64,6.35,6236,44,86,Android,1,50248,2025,35,2.1,Good,74,0,0,0,0,Tier1,Store,0,1,1,44,8126.85
OnePlus,OnePlus 9,2024,12,512,6.45,6485,74,45,Android,1,81511,2024,19,7.4,Fair,72,1,0,0,0,Tier1,Individual,1,1,1,82,21089.6
Vivo,Vivo V27,2020,12,128,6.57,3511,71,46,Android,1,83860,2023,16,7.6,Fair,76,0,1,0,0,Tier2,Store,11,0,1,87,29729.54
Google,Pixel 7,2023,12,1024,5.97,6216,54,66,Android,1,81189,2024,18,4.1,Excellent,74,0,1,0,0,Tier3,Store,7,1,1,85,40135.51
Xiaomi,Redmi Note 12,2023,16,256,5.61,4155,75,65,Android,0,136097,2025,46,8.4,Excellent,83,0,0,0,0,Tier1,Individual,9,1,1,100,57007.49
Apple,iPhone 12,2023,12,512,5.52,4589,87,47,iOS,1,32632,2025,2,3.8,Excellent,98,0,0,0,0,Tier1,Store,0,1,1,58,22232.49
Google,Pixel 8,2022,16,1024,6.95,3279,91,45,Android,1,59828,2023,17,4.6,Good,83,0,0,0,0,Tier2,Store,0,1,1,80,32490.53
OnePlus,OnePlus 9,2025,8,512,5.76,3463,75,72,Android,0,50975,2025,33,10.3,Good,87,0,0,0,0,Tier3,Individual,17,1,1,72,22306.38
Samsung,Galaxy S22,2024,4,64,5.9,4935,47,82,Android,1,13880,2025,38,9.6,Good,81,1,0,0,0,Tier3,Store,2,0,1,92,2920.55
OnePlus,Nord 3,2019,4,128,6.68,3358,51,66,Android,1,68180,2019,60,1.1,Good,70,0,0,1,0,Tier2,Store,18,0,0,48,9291.68
Realme,Realme GT,2020,4,64,6.98,3942,85,91,Android,0,116187,2020,40,6.5,Fair,70,0,0,0,0,Tier3,Store,7,1,1,64,20724.71
Xiaomi,Redmi Note 12,2024,8,128,6.74,5244,66,44,Android,1,41835,2024,38,3.5,Fair,59,0,0,0,0,Tier3,Store,0,1,1,49,5500.3
OnePlus,OnePlus 11,2025,4,1024,5.57,3463,80,41,Android,0,38943,2025,55,4.7,Excellent,75,0,0,0,0,Tier1,Store,0,1,1,57,9949.9
Google,Pixel 6,2020,6,128,6.58,6304,96,60,Android,1,63383,2024,44,5.3,Good,97,0,0,0,0,Tier3,Individual,0,0,0,94,25019.41
Realme,Realme GT,2023,8,128,6.32,4943,62,54,Android,0,39334,2023,4,2.8,Fair,73,0,0,0,0,Tier3,Individual,5,1,1,68,15133.02
Samsung,Galaxy S23,2025,12,64,6.88,4902,61,57,Android,1,27600,2025,2,10.5,Fair,91,0,0,0,0,Tier2,Individual,0,1,1,68,16501.25
Realme,Realme Narzo 60,2023,6,128,6.18,5127,57,100,Android,1,30248,2025,39,2.4,Poor,78,0,0,0,0,Tier3,Store,24,0,1,45,6139.38
Google,Pixel 7,2020,4,1024,6.71,5459,90,82,Android,1,77874,2020,34,1.8,Good,89,0,0,0,0,Tier3,Store,10,1,1,60,25684.47
Apple,iPhone 11,2022,8,256,6.0,5366,93,83,iOS,1,91984,2024,7,8.8,Poor,87,1,0,0,0,Tier3,Individual,11,1,1,43,21415.54
Samsung,Galaxy S22,2024,6,256,5.69,4539,53,63,Android,1,101454,2025,52,7.1,Poor,75,0,0,0,1,Tier2,Individual,13,1,1,87,9361.85
Xiaomi,Poco X5,2021,6,64,6.88,5681,74,72,Android,0,51499,2022,22,2.6,Fair,78,0,1,0,0,Tier3,Individual,0,1,1,70,11677.4
Xiaomi,Mi 11,2024,12,128,6.11,5962,53,67,Android,1,142371,2025,31,7.1,Excellent,74,0,0,1,0,Tier3,Individual,1,0,1,63,36618.53
Xiaomi,Poco X5,2021,12,128,6.72,5277,79,57,Android,1,74025,2023,6,1.6,Good,74,0,0,0,0,Tier2,Individual,24,0,1,43,16944.73
Xiaomi,Redmi Note 12,2024,6,64,5.82,3505,53,90,Android,1,70878,2025,11,9.6,Excellent,58,0,0,0,0,Tier3,Store,0,1,0,97,32423.01
Xiaomi,Poco X5,2024,16,128,6.72,5099,77,92,Android,1,85735,2024,33,2.4,Good,94,0,0,0,0,Tier1,Individual,16,1,1,74,34021.59
Samsung,Galaxy S21,2025,4,1024,6.6,5597,64,73,Android,0,82087,2025,18,11.4,Poor,65,0,0,0,0,Tier2,Individual,22,1,1,53,16159.21
Xiaomi,Mi 11,2019,4,128,6.15,4180,96,72,Android,1,62046,2019,31,5.4,Good,72,0,0,0,0,Tier1,Store,5,1,1,81,18465.6
Samsung,Galaxy A54,2024,16,256,6.2,6055,61,92,Android,1,122844,2024,39,5.9,Fair,67,0,0,0,0,Tier1,Store,0,1,1,74,27154.96
Google,Pixel 8,2021,6,64,5.86,4305,84,41,Android,0,121591,2023,14,7.8,Fair,69,0,0,0,0,Tier1,Store,0,1,1,48,27723.12
Xiaomi,Mi 11,2024,16,1024,6.9,6063,57,56,Android,1,108393,2024,23,1.1,Good,56,0,0,0,0,Tier1,Store,0,0,0,41,18823.38
Xiaomi,Poco X5,2019,12,128,6.24,4237,53,61,Android,1,58173,2025,11,5.5,Good,59,0,0,0,0,Tier1,Individual,0,0,1,57,15343.81
Vivo,Vivo V27,2022,16,256,5.73,3624,46,53,Android,0,107336,2025,20,7.1,Excellent,98,0,1,1,0,Tier2,Store,0,1,1,58,32197.22
Xiaomi,Poco X5,2023,16,512,5.91,5801,96,52,Android,1,143944,2024,50,12.0,Fair,90,0,0,0,0,Tier1,Individual,10,1,1,69,25695.37
Google,Pixel 8,2025,16,64,6.34,3174,83,89,Android,0,110734,2025,59,9.2,Good,63,1,0,0,0,Tier1,Individual,0,1,1,84,16190.54
Google,Pixel 6,2023,16,128,6.04,3729,48,84,Android,1,142898,2024,30,2.6,Fair,60,0,0,1,0,Tier1,Individual,0,1,1,95,39264.62
Xiaomi,Poco X5,2024,6,1024,5.68,5707,74,51,Android,1,33510,2024,5,1.4,Excellent,69,1,0,1,0,Tier2,Individual,14,0,1,86,13698.82
Realme,Realme GT,2019,12,128,5.91,4107,58,100,Android,1,27291,2024,7,11.2,Fair,90,0,0,0,0,Tier3,Individual,13,0,1,51,6885.02
Apple,iPhone 15,2024,4,128,5.92,4389,100,72,iOS,1,87204,2025,10,4.5,Poor,56,0,0,0,0,Tier1,Store,0,0,0,42,17238.23
Xiaomi,Poco X5,2025,6,512,5.75,3800,63,92,Android,1,21610,2025,20,6.2,Excellent,72,0,0,0,0,Tier2,Store,15,1,1,94,9351.97
Realme,Realme GT,2025,4,1024,6.18,3636,83,56,Android,0,107300,2025,16,4.7,Excellent,98,0,0,1,0,Tier2,Individual,8,1,1,47,30019.52
Samsung,Galaxy A54,2022,16,256,6.51,3669,97,52,Android,0,43010,2022,66,3.8,Excellent,70,0,0,1,0,Tier2,Store,21,0,1,49,4245.6
Realme,Realme GT,2021,6,512,6.57,4400,63,70,Android,1,81487,2025,53,5.9,Good,84,0,1,0,0,Tier2,Individual,9,1,1,98,21016.85
Google,Pixel 6,2023,6,64,6.72,6369,78,58,Android,1,142422,2025,19,8.9,Good,93,0,1,0,0,Tier3,Store,0,1,1,78,62540.94
Samsung,Galaxy S23,2023,16,512,6.8,5746,65,71,Android,0,124840,2023,17,1.5,Excellent,100,0,0,1,0,Tier3,Store,6,1,1,44,46709.42
Google,Pixel 7,2020,4,64,6.15,5949,55,62,Android,1,62967,2025,22,5.7,Fair,72,0,0,0,0,Tier1,Store,5,0,1,60,14501.22
Apple,iPhone 14,2019,16,128,5.57,3029,54,95,iOS,0,13742,2020,51,5.7,Fair,83,0,0,0,1,Tier3,Store,0,1,1,94,2000.0
Xiaomi,Mi 11,2022,6,512,6.16,6210,69,57,Android,1,82536,2024,34,3.4,Excellent,78,0,0,0,0,Tier3,Individual,5,1,1,49,16681.37
Xiaomi,Mi 11,2023,8,256,6.91,4432,88,40,Android,0,65021,2025,21,9.8,Excellent,94,0,0,0,0,Tier3,Individual,0,0,1,41,14092.22
Apple,iPhone 13,2025,4,1024,6.54,6359,59,51,iOS,1,122933,2025,16,5.1,Good,89,0,0,0,0,Tier1,Individual,22,1,1,89,89687.81
Vivo,Vivo X90,2025,16,256,6.48,5471,77,71,Android,1,54211,2025,37,10.2,Fair,98,1,1,1,0,Tier2,Individual,14,0,1,72,10187.17
Realme,Realme GT,2025,8,128,6.97,5308,95,79,Android,1,35103,2025,37,4.4,Poor,66,0,0,0,0,Tier3,Individual,23,1,1,92,7496.04
Realme,Realme GT,2021,4,1024,6.01,3903,64,45,Android,1,132959,2021,47,8.4,Poor,70,0,0,0,0,Tier2,Store,19,1,1,69,16364.55
Realme,Realme GT,2019,12,64,6.77,5722,90,70,Android,1,44654,2022,27,11.2,Good,57,0,0,0,0,Tier2,Individual,10,1,1,42,5425.83
Samsung,Galaxy S21,2025,16,256,6.57,4948,58,80,Android,1,113258,2025,25,4.3,Poor,69,0,1,0,0,Tier1,Individual,0,1,1,51,12303.36
Google,Pixel 7,2020,16,64,6.71,6028,70,45,Android,1,41340,2020,62,9.4,Good,60,0,0,0,0,Tier3,Store,11,1,1,71,7680.36
Google,Pixel 7,2023,12,256,6.3,3136,52,95,Android,1,78148,2023,55,5.9,Excellent,72,0,0,0,0,Tier3,Store,1,1,1,51,12418.26
Apple,iPhone 14,2023,8,1024,6.05,3496,80,53,iOS,1,25392,2024,43,11.8,Excellent,74,0,0,1,0,Tier1,Individual,0,1,1,76,6790.62
Google,Pixel 8,2019,6,256,5.88,5723,93,98,Android,1,116239,2022,62,10.0,Good,99,1,0,0,0,Tier2,Store,0,1,1,72,23098.45
OnePlus,OnePlus 9,2022,12,1024,6.97,3774,92,44,Android,1,103222,2024,30,8.2,Fair,80,0,0,0,0,Tier2,Individual,23,0,0,43,20959.33
Xiaomi,Poco X5,2021,12,1024,6.96,6414,68,63,Android,1,90507,2022,56,2.2,Fair,64,0,0,0,0,Tier2,Store,1,1,1,50,7050.47
Samsung,Galaxy S21,2024,12,64,5.71,4314,94,94,Android,1,124390,2024,6,2.7,Good,71,0,0,1,0,Tier1,Store,24,1,1,43,35306.51
Xiaomi,Mi 11,2025,16,1024,5.96,5065,58,83,Android,1,128575,2025,24,10.7,Good,93,0,0,0,0,Tier2,Individual,20,1,1,47,37877.12
OnePlus,OnePlus 11,2024,6,512,5.87,3256,76,62,Android,1,70425,2025,19,10.8,Excellent,84,1,0,0,0,Tier3,Store,0,1,1,71,26481.28
Vivo,Vivo V27,2025,12,128,6.43,5288,42,86,Android,1,10824,2025,4,2.9,Excellent,59,0,0,0,0,Tier2,Store,18,1,1,46,2000.0
Vivo,Vivo V27,2020,8,64,5.59,5552,77,74,Android,1,148634,2021,15,11.1,Excellent,81,1,0,0,0,Tier2,Store,24,0,1,40,26654.94
Realme,Realme Narzo 60,2023,4,128,6.96,3949,42,71,Android,1,117520,2024,31,3.3,Fair,91,0,0,0,0,Tier3,Store,0,1,1,98,45906.19
Samsung,Galaxy S23,2025,16,512,5.67,4414,40,69,Android,1,85242,2025,20,3.8,Poor,65,0,0,1,0,Tier3,Store,0,1,1,56,15118.78
Google,Pixel 7,2023,16,1024,6.68,5467,50,52,Android,1,143085,2024,13,10.8,Good,70,0,0,0,0,Tier1,Store,0,1,0,88,70989.27
Vivo,Vivo X90,2020,8,256,5.94,3409,100,51,Android,1,124757,2024,26,11.8,Poor,63,0,1,0,0,Tier2,Store,13,0,1,97,25100.6
Realme,Realme Narzo 60,2019,6,1024,6.27,4923,78,80,Android,0,147692,2023,9,10.0,Good,61,0,0,0,0,Tier1,Individual,3,1,1,74,44617.31
Xiaomi,Poco X5,2023,8,128,5.9,4053,46,70,Android,1,105598,2025,25,4.6,Good,74,0,0,0,0,Tier1,Store,2,1,1,80,38089.66
Samsung,Galaxy S21,2020,6,64,6.43,3144,60,63,Android,1,46143,2022,14,4.4,Good,73,1,1,0,0,Tier3,Store,12,1,1,63,11885.96
OnePlus,OnePlus 10,2022,4,256,6.6,4757,57,46,Android,1,111248,2025,62,6.9,Good,83,0,0,1,0,Tier2,Individual,0,1,0,59,17888.19
Google,Pixel 7,2025,12,512,6.02,6212,67,88,Android,1,57027,2025,57,2.8,Fair,77,0,0,0,0,Tier1,Store,14,1,0,96,15735.58
Vivo,Vivo V27,2019,6,1024,6.15,4072,70,100,Android,0,88547,2024,32,7.7,Fair,81,0,0,0,0,Tier2,Individual,0,0,1,63,21543.21
Realme,Realme Narzo 60,2019,8,1024,6.39,5790,81,99,Android,0,61717,2020,71,4.8,Good,73,0,0,0,0,Tier3,Store,5,1,1,78,9484.87
Google,Pixel 7,2022,8,256,6.73,5470,44,77,Android,0,73368,2025,31,6.3,Excellent,65,0,0,1,0,Tier1,Store,20,1,1,63,19978.58
OnePlus,OnePlus 9,2019,6,128,6.48,3870,42,49,Android,1,37221,2023,38,9.2,Poor,80,0,0,0,0,Tier3,Store,20,0,0,62,7177.86
Realme,Realme GT,2024,8,1024,6.73,6086,94,100,Android,1,59846,2025,2,7.9,Fair,81,0,0,0,1,Tier1,Store,0,0,0,92,19420.47
Xiaomi,Poco X5,2021,8,512,5.96,5433,66,54,Android,1,146525,2022,45,7.4,Fair,88,0,0,0,0,Tier2,Store,23,1,1,48,23541.94
Google,Pixel 8,2022,12,256,5.98,4002,79,74,Android,1,84941,2023,52,1.3,Good,79,0,1,1,0,Tier2,Individual,0,0,1,100,24571.41
Samsung,Galaxy S22,2023,12,64,6.94,3149,42,87,Android,1,149819,2023,62,7.5,Fair,94,1,0,0,0,Tier1,Individual,0,1,1,84,28266.3
Samsung,Galaxy S23,2023,8,64,5.76,3613,85,79,Android,0,76053,2023,48,11.8,Good,75,0,0,0,0,Tier2,Individual,6,0,1,57,15770.56
Apple,iPhone 13,2025,16,128,6.59,5587,78,86,iOS,0,52426,2025,51,4.2,Fair,100,0,0,1,0,Tier3,Store,0,1,1,79,21384.01
Apple,iPhone 13,2024,6,64,6.78,4959,41,55,iOS,1,56019,2024,46,9.2,Poor,66,0,0,0,0,Tier1,Store,13,0,1,97,14667.85
Apple,iPhone 13,2022,16,64,5.54,4057,77,52,iOS,1,25678,2022,66,9.6,Fair,69,0,0,1,0,Tier3,Store,20,0,1,60,7642.33
Apple,iPhone 12,2019,4,1024,5.83,5517,55,91,iOS,1,105040,2025,64,10.6,Good,93,0,0,0,0,Tier1,Individual,0,1,1,42,16852.84
Google,Pixel 8,2023,12,1024,6.18,6217,46,73,Android,1,137231,2023,14,9.2,Good,74,0,1,1,0,Tier3,Individual,0,0,1,84,57393.21
Xiaomi,Poco X5,2022,16,64,6.18,4163,69,93,Android,1,102837,2025,58,12.0,Good,76,0,0,0,0,Tier3,Individual,7,1,1,68,18255.15
Samsung,Galaxy A54,2023,6,64,6.79,5431,94,92,Android,1,143559,2023,32,1.5,Fair,98,0,0,0,0,Tier2,Store,11,1,0,94,66877.87
Apple,iPhone 14,2021,16,1024,6.57,6147,51,75,iOS,1,43349,2024,44,8.9,Fair,85,0,1,0,0,Tier1,Individual,0,1,0,70,9864.7
Apple,iPhone 15,2021,16,1024,5.74,5414,41,60,iOS,1,74511,2021,11,4.1,Fair,67,0,0,0,0,Tier2,Store,11,0,0,49,19404.25
Vivo,Vivo X90,2025,6,512,6.07,3023,78,57,Android,1,124213,2025,1,3.4,Good,60,0,0,0,0,Tier3,Store,8,1,0,85,51386.78
Google,Pixel 7,2023,4,256,6.66,5304,94,88,Android,1,93844,2024,59,1.8,Fair,71,0,0,1,0,Tier2,Store,8,1,1,78,17869.13
OnePlus,Nord 3,2023,12,64,5.64,5538,95,85,Android,1,111585,2025,9,3.4,Poor,99,0,0,0,0,Tier2,Store,9,0,1,65,34653.21
Apple,iPhone 13,2021,8,64,6.22,3492,93,55,iOS,1,113384,2025,64,1.4,Good,64,0,0,1,0,Tier3,Store,7,0,1,60,15732.11
Samsung,Galaxy S21,2020,8,1024,5.51,3184,65,94,Android,0,80086,2022,43,11.1,Poor,76,0,0,0,0,Tier1,Individual,0,1,1,69,14695.98
Vivo,Vivo X90,2023,8,256,5.61,4107,91,41,Android,1,105967,2024,52,5.1,Excellent,70,0,1,0,0,Tier3,Individual,0,1,1,74,21925.06
Apple,iPhone 14,2021,8,128,6.28,4862,80,92,iOS,1,45750,2024,10,5.5,Good,91,0,0,0,0,Tier3,Individual,22,0,1,100,37337.03
Realme,Realme GT,2023,8,512,5.63,5378,86,43,Android,1,57623,2023,36,1.5,Fair,90,0,0,0,0,Tier3,Individual,3,0,0,84,17023.95
Samsung,Galaxy S22,2020,4,512,5.77,5761,60,95,Android,1,144593,2022,21,3.3,Fair,65,0,0,0,0,Tier3,Store,20,1,1,83,48391.82
Xiaomi,Redmi Note 12,2020,12,1024,6.52,5263,41,54,Android,1,42206,2024,38,1.9,Fair,58,0,1,0,0,Tier2,Store,3,1,1,83,7505.54
OnePlus,OnePlus 10,2024,8,64,6.25,6435,97,84,Android,1,53813,2025,28,11.0,Excellent,57,0,0,0,0,Tier3,Store,12,1,1,97,21452.29
OnePlus,Nord 3,2024,4,128,6.95,3721,100,98,Android,1,44488,2025,49,10.7,Fair,73,0,0,1,0,Tier1,Store,0,1,1,53,7032.12
Xiaomi,Redmi Note 12,2021,8,1024,6.2,3404,63,83,Android,1,92515,2024,67,11.2,Excellent,97,0,0,0,0,Tier2,Individual,7,1,1,43,13136.37
Vivo,Vivo V27,2019,6,256,5.64,3369,68,47,Android,1,108857,2022,3,11.7,Good,57,0,0,0,0,Tier1,Individual,0,1,1,93,47137.7
Realme,Realme Narzo 60,2023,8,1024,6.96,6316,90,96,Android,1,56574,2025,6,4.9,Good,64,0,0,0,0,Tier1,Store,0,1,1,73,18538.99
Realme,Realme Narzo 60,2019,6,1024,5.6,5064,93,68,Android,1,116031,2021,38,11.1,Good,69,0,0,0,0,Tier2,Individual,20,0,0,66,21285.86
Google,Pixel 8,2019,6,64,5.69,5017,50,68,Android,0,56832,2024,6,6.2,Good,92,0,0,0,0,Tier2,Individual,18,0,1,59,29214.81
Vivo,Vivo X90,2022,6,128,6.96,4111,69,40,Android,1,98284,2022,26,9.4,Excellent,78,0,0,0,0,Tier3,Individual,0,0,0,85,37855.37
Vivo,Vivo V27,2020,8,128,6.13,4834,50,71,Android,0,103973,2024,9,3.1,Fair,74,0,0,1,0,Tier3,Store,13,1,1,49,22262.92
Realme,Realme GT,2020,16,64,6.42,3420,95,78,Android,1,123707,2022,71,6.7,Excellent,86,0,0,0,0,Tier3,Store,22,1,1,85,32380.79
OnePlus,Nord 3,2025,12,128,6.66,3227,99,60,Android,1,148282,2025,13,6.9,Good,80,0,0,0,0,Tier3,Individual,15,1,1,57,54392.47
Realme,Realme Narzo 60,2021,8,256,6.8,4041,54,66,Android,1,69222,2025,35,4.3,Good,80,0,0,0,0,Tier3,Store,0,1,1,40,12545.92
Samsung,Galaxy A54,2022,6,512,6.56,4430,97,58,Android,0,124301,2022,22,7.4,Excellent,75,0,1,0,0,Tier3,Individual,1,1,1,67,42445.16
Apple,iPhone 14,2022,12,256,5.67,5134,69,71,iOS,1,124853,2024,47,4.2,Good,92,0,0,0,0,Tier1,Individual,0,1,1,87,57219.75
Xiaomi,Mi 11,2020,4,512,5.9,4322,50,64,Android,0,21071,2021,15,9.2,Good,75,0,1,0,0,Tier1,Store,20,1,1,91,8741.06
Vivo,Vivo X90,2022,4,64,6.79,4163,79,45,Android,1,75915,2025,41,9.6,Good,81,0,0,0,1,Tier1,Individual,24,1,1,56,11211.83
Google,Pixel 8,2022,12,1024,6.96,3545,94,84,Android,1,105826,2025,14,10.2,Excellent,94,0,1,1,1,Tier2,Store,3,0,1,61,23334.53
Realme,Realme Narzo 60,2022,6,128,5.68,4626,49,57,Android,1,81025,2024,14,6.9,Poor,65,0,0,1,0,Tier1,Individual,23,1,1,92,19726.29
Realme,Realme Narzo 60,2025,8,1024,6.41,4801,41,96,Android,0,62062,2025,25,4.9,Good,83,0,0,0,0,Tier2,Store,13,1,1,69,22045.93
Vivo,Vivo X90,2020,8,64,5.86,6300,54,43,Android,1,29522,2024,5,4.8,Good,57,0,0,0,0,Tier1,Store,1,1,1,78,9822.92
OnePlus,OnePlus 10,2025,6,64,6.34,4780,99,85,Android,0,49570,2025,30,6.7,Good,95,0,0,0,0,Tier1,Store,0,1,0,72,19568.63
Google,Pixel 6,2025,6,512,6.71,5311,68,58,Android,1,21720,2025,52,6.6,Fair,87,0,0,0,0,Tier2,Individual,0,1,1,70,6218.83
Vivo,Vivo X90,2019,6,128,5.81,4911,76,61,Android,1,36399,2024,67,1.2,Excellent,80,0,0,0,0,Tier1,Store,10,0,1,89,12507.77
Vivo,Vivo X90,2021,4,64,6.03,6320,92,60,Android,0,108011,2021,27,1.8,Fair,96,0,0,0,0,Tier1,Individual,16,1,1,68,34221.2
Samsung,Galaxy S22,2022,6,1024,6.37,3402,57,61,Android,1,67995,2024,9,6.8,Fair,89,0,0,0,0,Tier3,Store,0,1,1,42,18440.28
Xiaomi,Poco X5,2019,16,256,6.48,4270,98,81,Android,1,75462,2019,29,8.2,Good,83,1,0,0,0,Tier1,Store,0,1,1,87,25703.8
Apple,iPhone 15,2025,4,64,6.07,4158,64,98,iOS,0,138341,2025,12,1.1,Fair,70,0,0,0,0,Tier1,Store,6,0,0,56,42925.61
Samsung,Galaxy S21,2025,8,1024,5.79,3350,99,64,Android,1,134598,2025,21,7.1,Good,88,1,0,0,0,Tier1,Individual,0,1,1,46,32175.21
Realme,Realme GT,2023,16,1024,6.03,4540,41,70,Android,1,69508,2023,30,6.3,Fair,98,0,0,0,0,Tier3,Individual,8,0,1,64,19100.77
Google,Pixel 6,2019,4,64,6.37,6489,91,98,Android,1,108711,2021,53,8.0,Fair,79,0,0,1,0,Tier1,Store,11,1,1,99,31579.55
Realme,Realme Narzo 60,2019,12,1024,6.58,5474,98,79,Android,1,27592,2021,70,2.4,Excellent,93,0,0,0,0,Tier1,Store,20,0,1,97,10568.86
Samsung,Galaxy A54,2019,12,128,6.37,3383,81,73,Android,1,18305,2025,1,2.8,Fair,64,0,0,0,0,Tier2,Individual,4,0,0,70,6809.55
Vivo,Vivo X90,2025,4,64,6.5,3870,70,95,Android,1,20604,2025,6,5.0,Fair,93,0,0,1,0,Tier2,Store,7,1,1,52,10482.85
Vivo,Vivo V27,2025,6,64,5.65,6038,53,58,Android,1,87962,2025,50,5.4,Excellent,68,0,0,0,0,Tier2,Store,0,0,1,91,21341.86
Realme,Realme GT,2021,12,512,6.97,6013,86,52,Android,0,42176,2024,15,6.4,Poor,71,0,0,0,0,Tier1,Store,16,1,1,56,5874.63
Vivo,Vivo X90,2021,12,256,5.94,4554,96,66,Android,0,59418,2021,18,8.5,Good,58,1,0,0,0,Tier2,Individual,6,1,0,80,13780.42
Vivo,Vivo V27,2022,8,256,5.5,6026,83,49,Android,1,68911,2023,54,5.7,Good,56,0,0,0,0,Tier2,Individual,2,1,1,87,11200.62
Realme,Realme Narzo 60,2020,16,128,6.99,4511,56,42,Android,1,45699,2020,42,9.3,Good,69,0,0,0,0,Tier3,Individual,0,1,1,50,4990.47
Xiaomi,Mi 11,2024,8,512,6.2,5928,96,94,Android,0,123229,2025,52,7.4,Good,80,0,0,0,0,Tier2,Store,0,1,1,43,19323.87
Vivo,Vivo X90,2019,8,64,6.14,4829,48,68,Android,0,54576,2021,65,5.0,Good,86,0,0,0,0,Tier3,Individual,9,1,1,81,18223.79
Samsung,Galaxy A54,2023,16,128,6.27,4054,58,53,Android,1,120949,2024,38,7.2,Fair,69,0,0,0,0,Tier2,Store,0,1,1,48,18771.66
Xiaomi,Mi 11,2023,16,128,6.93,4153,66,45,Android,0,141381,2025,53,8.0,Good,90,0,0,0,0,Tier1,Individual,8,0,0,82,38600.89
Samsung,Galaxy S22,2025,16,1024,5.97,3325,78,72,Android,1,87694,2025,17,9.8,Fair,87,0,0,0,0,Tier1,Store,19,1,1,85,46246.49
Realme,Realme Narzo 60,2020,8,256,6.46,4716,50,59,Android,1,71469,2025,1,7.6,Good,59,0,0,0,0,Tier2,Store,0,1,1,73,26802.87
Realme,Realme GT,2021,8,256,6.41,5002,71,46,Android,1,31808,2025,35,8.2,Fair,56,0,0,0,0,Tier1,Individual,0,1,1,95,3396.11
OnePlus,OnePlus 9,2025,12,1024,6.14,3258,49,78,Android,1,128251,2025,2,9.9,Good,55,0,0,0,0,Tier3,Store,20,1,1,71,46417.97
